Aant_PlateArmor_Helm	Awrain Plate Helm
Meat_Fish_Fruit_Sanjeok_Medium	Filling Assorted Meat and Fish Skewers
Meat_Fish_Fruit_Sanjeok_XLarge	Hearty Assorted Meat and Fish Skewers
Meat_Fish_Grain_Sanjeok	Grilled Meat Steak
Meat_Fish_Grain_Sanjeok_Large	Satisfying Grilled Meat Steak
Meat_Fish_Grain_Sanjeok_Medium	Filling Grilled Meat Steak
Meat_Fish_Grain_Sanjeok_XLarge	Hearty Grilled Meat Steak
Meat_Fish_Porridge	Meat and Fish Porridge
Meat_Fish_Porridge_Large	Satisfying Meat and Fish Porridge
Meat_Fish_Porridge_Medium	Filling Meat and Fish Porridge
Meat_Fish_Porridge_XLarge	Hearty Meat and Fish Porridge
Meat_Fish_Sanjeok	Meat and Fish Skewers
Meat_Fish_Sanjeok_Large	Satisfying Meat and Fish Skewers
Meat_Fish_Sanjeok_Medium	Filling Meat and Fish Skewers
Meat_Fish_Sanjeok_XLarge	Hearty Meat and Fish Skewers
Meat_Fish_Vegetable_Egg	Meatball Soup
Meat_Fish_Vegetable_Egg_Large	Satisfying Meatball Soup
Meat_Fish_Vegetable_Egg_Medium	Filling Meatball Soup
Meat_Fish_Vegetable_Egg_XLarge	Hearty Meatball Soup
Meat_Fruit_Porridge	Pan-Fried Marinated Meat
Meat_Fruit_Porridge_Large	Satisfying Pan-Fried Marinated Meat
Meat_Fruit_Porridge_Medium	Filling Pan-Fried Marinated Meat
Meat_Fruit_Porridge_XLarge	Hearty Pan-Fried Marinated Meat
Meat_I	Lean Meat
Meat_II	Fine Meat
Meat_III	Tender Meat
Meat_IV	Marbled Meat
Meat_Porridge	Clear Soup
Meat_Porridge_Large	Satisfying Clear Soup
Meat_Porridge_Medium	Filling Clear Soup
Meat_Porridge_XLarge	Hearty Clear Soup
Meat_Sanjeok	Meat Skewers
Meat_Sanjeok_Large	Satisfying Meat Skewers
Meat_Sanjeok_Medium	Filling Meat Skewers
Meat_Sanjeok_XLarge	Hearty Meat Skewers
Meat_Vegetable_Porridge	Meat and Vegetable Porridge
Meat_Vegetable_Porridge_Large	Satisfying Meat and Vegetable Porridge
Meat_Vegetable_Porridge_Medium	Filling Meat and Vegetable Porridge
Meat_Vegetable_Porridge_XLarge	Hearty Meat and Vegetable Porridge
Mechlin_Leather_Gloves	Mechlin Leather Gloves
Medikit_BackPack_I	Healer's Pack
Medikit_BackPack_II	Healer's Pack
Medikit_BackPack_III	Healer's Pack
Medikit_BackPack_IV	Healer's Pack
Medikit_BackPack_V	Healer's Pack
Medikit_BackPack_VI	Healer's Pack
Medikit_BackPack_VII	Healer's Pack
Medikit_BackPack_VIII	Healer's Pack
Mediratu_Leather_Gloves	Merridew Leather Gloves
Melina_Fabric_Armor	Melina Cloth Armor
Melvin_Leather_Gloves	Melvin Leather Gloves
Melvin_Leather_Helm	Melvin Leather Helm
Memo_ButlerLeftMemo	A Butler's Note
Memo_CabinLeftMemo	Note in the Cabin
Memo_Judgment	Warning of Judgment
Memo_Proceedings	Supply Delivery Log
Memo_RuinedChapel	Mysterious Note
Memo_SebastianMemo	Mapmaker's Note
Memo_Serkis_Clue_1	Clue from Oakenshield Manor
Memo_Serkis_Clue_2	Clue from Lioncrest Watchtower
Memo_Serkis_Clue_3	Clue from Duskwood
Memo_Serkis_Clue_4	Clue from St. Halssius
Memo_Serkis_Clue_5	Clue from Fort Anvil
Memo_Serkis_FalseEvidence_1	The Thief's First Note
Memo_Serkis_FalseEvidence_2	The Thief's Second Note
Memo_Serkis_FalseEvidence_3	The Thief's Third Note
Memo_Serkis_Piece_1	Piece from Oakenshield Manor
Memo_Serkis_Piece_2	Piece from Lioncrest Watchtower
Memo_Serkis_Piece_3	Piece from Duskwood
Memo_Serkis_Piece_4	Piece from St. Halssius
Memo_lightningstriketree	Lightning-struck Tree
Meravan_Fabric_Armor	Meravan Cloth Armor
Meravan_Fabric_Helm	Meravan Cloth Cap
Meravan_Leather_Boots	Meravan Leather Boots
Mercenary_Gloves	Grey Wolf Leather Gloves
Mercenary_Leather_Armor	Grey Wolf Leather Armor
Mercenary_Leather_Boots	Grey Wolf Leather Boots
Mercenary_Leather_Cloak	Grey Wolf Leather Cloak
Mercenary_OneHandShield	Freesword's Shield
Mercenary_PlateArmor_Helm	Troll Gladiator's Plate Helm
Mercenary_PlateArmor_Helm_I	Gladiator's Thorn Plate Helm
Mercenary_PlateArmor_Helm_II	Gladiator's Rat Plate Helm
Mercenary_PlateArmor_Helm_III	Gladiator's Rake Plate Helm
Mercernary_OneHandBow	White Wood Bow
Merchant_BackPack_I	Peddler's Pack
Merchant_BackPack_II	Peddler's Pack
Merchant_BackPack_III	Peddler's Pack
Merly_Leather_Armor	Merly Leather Armor
Mestio_OneHandBow	Bloodsteel Bow
Metal_Gate_Key	Iron Gate Key
Methilbalm_OneHandShotgun	Metilbahm Shotgun
Method_Fabric_Armor	Meishod Cloth Armor
MiddleBoss_Caliburn_BlackTower_PlateArmor_Armor	Caliburn's Captain Plate Armor
MiddleBoss_GoldenArmor_TwoHandHammer_I	Golden Greathammer
MiddleBoss_Pailoon_Ludvig_Leather_Gloves	Jackal Officer's Leather Gloves
Midlier_Leather_Boots	Midlier Leather Boots
Militia_Fabric_Cloak_I	Beighen Cloth Cloak
Militia_Flag	Small Militia Banner Pike
Milk	Milk
Mine_BackPack_I	Quarrier's Pack
Mine_BackPack_II	Quarrier's Pack
Miner_PlateArmor_Helm	Miner's Lantern Hat
Minigame_OneHandBow	Competition Wooden Bow
Minigame_OneHandMusket	Competition Musket
Minigame_OneHandShield	Competition Shield
Minigame_OneHandSword	Competition Sword
Minigame_TwoHandSpear	Competition Spear
Mining_Drill	Mining Knuckledrill
Mintuan_Fabric_Armor	Minnutan Cloth Armor
Mjordin_Lantern	Flame Lantern
Mjordin_OneHandSword	Melted Ambition
Mocian_ChainMail_Armor	Moshane Chain Mail
Mocke_Leather_Armor	Mocke Leather Armor
Mohill_Leather_Armor	Mohill Leather Armor
Molduer_Leather_Armor	Moldur Leather Armor
MonasteryVisitorPass	St. Halssius Visitor Pass
Mondian_Leather_Armor	Mondian Leather Armor
Money_Camp_Food	Camp Food
Money_Camp_Money	Camp Funds
Money_Camp_Stone	Camp Stone
Money_Camp_Weapon	Camp Weapons
Money_Camp_Wood	Camp Timber
Money_Copper	Silver
Money_Kuku_MachineBug	Clockwork Insect
Money_Pearl	Pearl
Monita_OneHandTowerShield	Balton Large Shield
Montellanico_Leather_Armor	Montlanico Leather Armor
Monterima_Fabric_Armor	Monterima Cloth Armor
Moon_Blade_TwoHandSword	Woldo
Moonhead_PlateArmor_Armor	Half Moon Reaper Plate Armor
Moonhead_PlateArmor_Armor_Full	Full Moon Reaper Plate Armor
Moonhead_PlateArmor_Armor_Waning	New Moon Reaper Plate Armor
Moonhead_PlateArmor_Gloves	Lunar Reapers' Plate Gloves
Moonhead_PlateArmor_Helm	Half Moon Reaper Plate Helm
Moonhead_PlateArmor_Helm_Full	Full Moon Reaper Plate Helm
Moonhead_PlateArmor_Helm_Waning	New Moon Reaper Plate Helm
Moonhead_Plate_Boots	Half Moon Reaper Plate Boots
Moonhead_Plate_Boots_Full	Full Moon Reaper Plate Boots
Moonhead_Plate_Boots_Waning	New Moon Reaper Plate Boots
Morgren_Fabric_Armor	Morgren Cloth Armor
Mornington_Fabric_Gloves	Mornington Cloth Gloves
Mornington_Leather_Boots	Mornington Leather Boots
Mortain_PlateArmor_Helm	Mortain Plate Helm
Mortimer_OneHandShotgun	Mortimer Shotgun
Muchia_Fabric_Armor	Muchia Cloth Armor
Muchia_Fabric_Helm	Muchia Cloth Cap
Muddlers_Fabric_Armor	Muddliss Cloth Armor
Mueo_PlateArmor_Armor	Meyer Plate Armor
Mueo_PlateArmor_Armor_I	Meyer Plate Armor
Mueo_PlateArmor_Armor_II	Meyer Plate Armor
Mueo_PlateArmor_Armor_III	Meyer Plate Armor
Muglah_Fabric_Armor	Mugleah Cloth Armor
Mulia_Leather_Boots	Mulia Leather Boots
MultiArrow	Bundle of Arrows
MultiArrow_Package_Small	Bundle of Arrows
MultiBullet	Bundle of Bullets
MultiBullet_Package_Small	Bundle of Bullets
MultiCannonBall	Bundle of Cannonballs
MultiCannonBall_Package_Small	Bundle of Cannonballs
Munterd_Leather_Boots	Munndt Leather Boots
Murard_Leather_Armor	Murad Leather Armor
Muscan_Ghost_Fist	Muskan's Upper Body Clone
Muscan_Ghost_Fist_I	Muskan's Lower Body Clone
Muscan_PlateArmor_Armor	Muskan Armor
Muscan_PlateArmor_Gloves	Combat God's Plate Gloves
Mynein_OneHandRapier	Gilliam Rapier
Myrenenn_Fabric_Armor	Myrnen Cloth Armor
Mysterm_Leather_Boots	Mistum Leather Boots
Mysterm_Leather_Gloves	Mistum Leather Gloves
Myurdin_Leather_Armor_II	Myurdin Leather Armor
Myurdin_Leather_Boots	Myurdin's Leather Boots
NahabVillage_Pendant	Nahab Pendant
Nahu_ChainMail_Helm	Nahu Chain Coif
Nairaden_OneHandMace	Iris Mace
Nairah_Basic_Leather_Armor	Naira's Basic Attire
Nairah_Leather_Boots	Naira's Boots
Nairah_Leather_Gloves	Naira's Gloves
Nakmore_Leather_Boots	Nagmore Leather Boots
Namarc_TwoHandedWarHammer	Saltroad Warhammer
Nantukka_Fabric_Armor	Nantuka Cloth Armor
Natural_Enemy_Mask	Blinding Arrow's Mask
Natural_Enemy_PlateArmor_Helm	Thunderbird Mask Plate Helm
Navan_Fabric_Armor	Navan Cloth Armor
Navet	Turnip
NearNym_Leather_Boots	Neirnim Leather Boots
Neblin_Fabric_Armor	Neblin Cloth Armor
Nellaccio_Leather_Armor	Nellaccio Leather Armor
Nelton_Leather_Armor	Nelton Leather Armor
Nerdhal_OneHandBow	Warspike Bow
Neut_Delpheon_EMP_key	Gate of Peace Disruptor Key
NeutralZone_PlateArmor_Helm	Gorthak Orc's Helm
Nevin_Leather_Boots	Nevin Leather Boots
Nickna_Leather_Boots	Northern Fighter's Leather Boots
Nihrutte_Leather_Armor	Nehrut Leather Armor
Nihrutte_Leather_Boots	Nehrut Leather Shoes
NoName_Wiseman_Leather_Armor	Nameless Sage's Leather Armor
NoName_Wiseman_Leather_Cloak	Nameless Sage's Leather Cloak
NoName_Wiseman_Leather_Gloves_I	Nameless Sage's Leather Gloves
Noble_Fabric_Armor	Noble Cloth Armor
Noble_Leather_Helm	Noble's Hat
Noble_Retainer_Leather_Gloves	Noble Private Soldier's Leather Gloves
Noble_Retainer_PlateArmor_Armor	Sungrove Standard Plate Armor
Noble_Retainer_PlateArmor_Armor_I	Marshell Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_II	Marshell Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_III	Azerian Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_IV	Azerian Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_V	Azerian Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_VI	Elemore Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_VII	Elemore Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_VIII	Elemore Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_X	Byron's Soldier Plate Armor
Noble_Retainer_PlateArmor_Armor_XI	Windmere Standard Plate Armor
Noble_Retainer_PlateArmor_Armor_XII	Byron's Soldier Plate Armor
Noble_Retainer_PlateArmor_Armor_XIII	Byron's Soldier Plate Armor
Noble_Retainer_PlateArmor_Armor_XIV	Private Soldier's Plate Armor
Noble_Retainer_PlateArmor_Armor_XV	Private Soldier's Plate Armor
Nocburn_Leather_Gloves	Nocburn Leather Gloves
Noname_OneHandDagger	Varnian Dagger
Norman_Leather_Boots	Norman Leather Boots
Norswitch_Leather_Armor	Norswich Leather Armor
North_Mercenary_Fabric_Cloak_I	Jackal Cloth Cloak
North_Mercenary_Leather_Armor_I	Jackals' Leather Armor
North_Mercenary_Leather_Armor_II	Jackals' Leather Armor
North_Mercenary_Leather_Armor_III	Jackals' Leather Armor
North_Mercenary_Leather_Armor_IV	Jackals' Leather Armor
North_Mercenary_Leather_Gloves_III	Northern Freesword's Leather Gloves
North_Warrior_OneHandTowerShield	North Wind Shield
North_Warrior_TwoHandSpear	North Wind Trident
Northernbead_Leather_Armor	Nordbeid Leather Armor
Notepad	Notepad
NoticePaper_ArmWrestle	Recruiting Arm Wrestlers
NoticePaper_BloodWalkerCrussis	Bounty on the Bloodied Monster
NoticePaper_Circus_Chairless	[Demeniss Poster] - Invitation to the Demeniss Circus
NoticePaper_Circus_ComeRightNow	[Demeniss Poster] - Invitation to the Demeniss Circus
NoticePaper_Circus_DontMissIt	[Demeniss Poster] - Invitation to the Demeniss Circus
NoticePaper_Finale_Byron	Warning Written in Blood
NoticePaper_Finale_Calphade	Letter of Gratitude from Calphade
NoticePaper_Finale_DarkKing	News of Beloth, the Darksworn's Defeat
NoticePaper_Finale_GoblinSandfang	News of the Sandfang Marauders' Defeat
NoticePaper_Finale_HyenabossSkevald	News of Skevald the Carrion King's Defeat
NoticePaper_Finale_LeeburtheShadowWolf	News of the Black Fang's Defeat
NoticePaper_Finale_Muscan	News of the Bonepit
NoticePaper_Finale_SkullKnight	News of Skull Knight's Demise
NoticePaper_Finale_Timberton	Harris's Letter
NoticePaper_Finale_WhiteHorn	News of White Horn's Defeat
NoticePaper_Her_CaveSound	Strange Noises from the Cave
NoticePaper_Her_FindSheep	Missing Wooly
NoticePaper_Her_LostCow	Missing Cows
NoticePaper_Her_StolenGoatHorn	Horn Thief
NoticePaper_Hyenamolar	Bounty Notice - Skevald, the Carrion King
NoticePaper_MudWalkerLutemir	Bounty on the Mud Monster
NoticePaper_Skill_Charge_Shot	Hernand Anonymous Jottings No. 34
NoticePaper_Skill_CloneAttack	Tribunal Warning Notice No. 52367
NoticePaper_Skill_CrowWing_Dash	Hernand Anonymous Jottings No. 61
NoticePaper_Skill_Damian_LungeCatch	Hernand Anonymous Jottings No. 63
NoticePaper_Skill_Damian_QuickReload	Hernand Anonymous Jottings No. 72
NoticePaper_Skill_Damian_SpinningKick	Call for Challengers: Master of Kicks
NoticePaper_Skill_Damian_TurnBash_II	Circus Invitation
NoticePaper_Skill_DoubleJump	Random Note No. 2
NoticePaper_Skill_DoubleKick_I	Hernand Anonymous Jottings No. 42
NoticePaper_Skill_DropKick	Hernand Anonymous Jottings No. 45
NoticePaper_Skill_EvadeExplosionShot	Hernand Constabulary Warning Notice No. 77
NoticePaper_Skill_EvadeShot	Pailune Warning Notice No. 66
NoticePaper_Skill_Greywolf_Detect	Anonymous Note No. 2
NoticePaper_Skill_Greywolf_Detect_Unleash	Random Note No. 3
NoticePaper_Skill_JiJeongTa_Deep	Anonymous Note No. 4
NoticePaper_Skill_JiJeongTa_I	Anonymous Note No. 3
NoticePaper_Skill_JumpStep	Request from the Merchant Guild
NoticePaper_Skill_Lift	Hernand Anonymous Jottings No. 52
NoticePaper_Skill_LungeCombination	Hernand Constabulary Warning Notice No. 66
NoticePaper_Skill_Mabongpa	Hernand Anonymous Jottings No. 57
NoticePaper_Skill_MoveCutting_II	Hernand Anonymous Jottings No. 32
NoticePaper_Skill_MpFire	White Crow's Letter
NoticePaper_Skill_MpIce	White Crow's Letter
NoticePaper_Skill_MpLightning	White Crow's Letter
NoticePaper_Skill_MpWind	White Crow's Letter
NoticePaper_Skill_MultiShot	Random Note No. 1
NoticePaper_Skill_Oongka_AimExplosionShot	Anonymous Note No. 6
NoticePaper_Skill_Oongka_Dash	Hernand Anonymous Jottings No. 23
NoticePaper_Skill_Oongka_GroundSmash_II	Random Note No. 4
NoticePaper_Skill_Oongka_RotationBash_II	A man's plea
NoticePaper_Skill_Oongka_Wrestle_Combo	Troll Wrestling Invitation
NoticePaper_Skill_RollCancel	Hernand Anonymous Jottings No. 48
NoticePaper_Skill_RotationBash_II	Hernand Constabulary Warning Notice No. 84
NoticePaper_Skill_ShieldJustGuard_Attack	An old man's request
NoticePaper_Skill_SkyKick	Anonymous Note No. 1
NoticePaper_Skill_SwordRush	Kailok's Request
NoticePaper_Skill_Tathagata_mini	Anonymous Note No. 5
NoticePaper_Skill_TurnBash_II	Hernand Anonymous Jottings No. 27
NoticePaper_Skill_UnArmedCombination	Request from the Communal Training Grounds
NoticePaper_Skill_Wrestle_AirBodySlam	Hernand Constabulary Warning Notice No. 103
NoticePaper_Skill_Wrestle_GrabSpinThrow	Pailune Anonymous Jottings No. 77
NoticePaper_Skill_Wrestle_Lariat	Call for Challengers: Black Bear
NoticePaper_Village_Muiquun	Request to Punish Outlaws in Muiquun
Noyvarn_Leather_Armor	Noyvarn Leather Armor
Nureumjeok	Mixed Skewers
Nureumjeok_Large	Satisfying Mixed Skewers
Nureumjeok_Medium	Filling Mixed Skewers
Nureumjeok_XLarge	Hearty Mixed Skewers
Nusiran_Fabric_Armor	Nuslan Cloth Armor
Nusiran_Leather_Armor	Nuslan Leather Armor
Nysron_Fabric_Armor	Neslan Cloth Armor
OOngka_Daeil_Band	Oongka's Axiom Bracelet
Oakleyman_PlateArmor_Armor	Oakley Plate Armor
Oakten_Leather_Boots	Oakten Leather Boots
Oathring_OneHandShield	Oath Ring Shield
Oats	Oats
Obit_Leather_Boots	Orbit Leather Boots
Odori_Fabric_Armor	Odorrey Cloth Armor
Oharah_Leather_Armor	Ohara Leather Armor
Oil_Barrel	Oil Barrel
Oil_Sprayer_BackPack	Lubricant Sprayer
Old_HorseArmor_Saddle	Shabby Horse Saddle
Old_Kliff_OneHandSword	Fated Shadow
Old_Kliff_PlateArmor_Armor	Goyen's Plate Armor
Old_Kliff_PlateArmor_Cloak	Goyen's Cloak
Old_Kliff_PlateArmor_Gloves	Goyen's Plate Gloves
Old_Kliff_Plate_Boots	Goyen's Plate Boots
Old_Necklace	Worn Necklace
Old_Ring	Worn Ring
Old_Wood_Doll_II	Old Wooden Doll
Old_Wood_OneHandShield	Bekker Shield
Oleander	Rosebay
Oltmann_ChainMail_Armor	Oltmann Chain Mail
Ondrikhan_Leather_Armor	Undriga Leather Armor
Onion	Onion
Oongka_Basic_Leather_Armor	Ashen Wolf's Leather Armor
Oongka_Basic_Leather_Cloak	Ashen Wolf's Leather Cloak
Oongka_Basic_Leather_Gloves	Ashen Wolf's Leather Gloves
Oongka_PlateArmor_Armor_II	Valortread Plate Armor
Oongka_PlateArmor_Armor_III	Belkandor Plate Armor
Oongka_PlateArmor_Boots_II	Valortread Plate Boots
Oongka_PlateArmor_Boots_III	Belkandor Plate Boots
Oongka_PlateArmor_Cloak_II	Valortread Plate Cloak
Oongka_PlateArmor_Cloak_III	Belkandor Plate Cloak
Oongka_PlateArmor_Gloves_II	Valortread Plate Gloves
Oongka_PlateArmor_Gloves_III	Belkandor Plate Gloves
Oongka_PlateArmor_Helm_II	Valortread Plate Helm
Oongka_PlateArmor_Helm_III	Belkandor Plate Helm
Oongka_Plate_Glove	Brass Warden's Plate Gloves
Oongka_Rocket_BackPack	Kuku Rocket Pack
Oongka_Rocket_Helm	KuKu Rocket Helmet - Equipped by Default
Ophenber_PlateArmor_Helm	Offenberg Plate Helm
Optionary_Beekeeping_Cloak	Beekeeping Cloak
Optionary_Beekeeping_Cloth	Beekeeping Suit
Optionary_Beekeeping_Leather_Boots	Beekeeping Boots
Optionary_Beekeeping_Leather_Gloves	Beekeeping Gloves
Optionary_Bleed_Fabric_Armor	Scarlet Blades Cloth Armor
Optionary_Demeniss_Soldier_Armor	Demeniss Ceremonial Plate Armor
Optionary_Demeniss_Soldier_Cloak	Demeniss Ceremonial Cloak
Optionary_Demeniss_Spy_Cloak	Disguise Cloak
Optionary_Demeniss_Spy_Cloth	Camouflage Outfit
Optionary_Desert_Plunderer_Helmet	Desert Marauder's Plate Helm
Optionary_Ent_Boots	Shadowleaf Boots
Optionary_Ent_Cloak	Shadowleaf Cloak
Optionary_Ent_Cloth	Shadowleaf Outfit
Optionary_Ent_Gloves	Shadowleaf Gloves
Optionary_Ent_Helm	Shadowleaf Helm
Optionary_Florin_Cloth	Pororin Cloth Attire
Optionary_Hernand_Party_Cloak	Hernandian Banquet Cloak
Optionary_Hernand_Party_Cloth	Hernandian Attire
Optionary_Monk_Cloth	St. Halssius Priest Attire
Optionary_Monk_Necklace	Saint's Necklace
Optionary_Monk_cloak	St. Halssius Priest's Cloak
Optionary_NonSlip_Boots	Stirrups of the Open Sky
Optionary_NonSlip_Gloves	Reins of Open Sky
Optionary_Scholar_Stone_Cloth	Scholastone Uniform
Optionary_Scholar_Stone_cloak	Scholastone Cloak
Opuntia_seed	Prickly Pear Seed
Orange	Orange
Orbs_Fabric_Armor	Orbus Cloth Armor
Orc_Flag_I	Small Ironflame Orcs Banner Pike
Orc_Flag_II	Medium Ironflame Orcs Banner Pike
Orc_OneHandCannon	Orc Blaster
Orc_Warrior_OneHandMace	Octarr's Legacy
OrcuMer_Fabric_Armor	Trukan Cloth Armor
OrcuMer_Fabric_Boots	Trukan Cloth Boots
OrcuMer_Fabric_Cloak	Trukan Cloth Cloak
OrcuMer_Fabric_Gloves	Trukan Cloth Gloves
OrcuMer_PlateArmor_Armor	Odeck's Protector Plate Armor
OrcuMer_PlateArmor_Cloak	Odeck's Protector Plate Cloak
OrcuMer_PlateArmor_Gloves	Odeck's Protector Plate Gloves
OrcuMer_PlateArmor_Helm	Odeck's Protector Plate Helm
OrcuMer_Plate_Boots	Odeck's Protector Plate Boots
Orcumer_Helm	Wooden Mask of Lost Justice
Orient_Monk_BackPack	Eastern Monk Pack
Orjekel_HorseArmor_Armor	Varnian Barding
Orjekel_HorseArmor_Helm	Varnian Champron
Orjekel_HorseArmor_Saddle	Varnian Saddle
Orjekel_HorseArmor_Stirrup	Varnian Stirrups
Ort_Fabric_Armor	Ort Cloth Armor
Orthu_Fabric_Armor	Orthu Cloth Armor
Orton_Fabric_Armor	Orton Cloth Armor
Otant_PlateArmor_Armor	Ostent Plate Armor
Ouvre_Fabric_Armor	Oubreve Cloth Armor
Owls_of_the_Mist_Leahter_Armor_I	Mistcloaked Owl Leather Armor
Owls_of_the_Mist_Leahter_Armor_II	Mistcloaked Owl Leather Armor
Owls_of_the_Mist_Leahter_Armor_III	Mistcloaked Owl Leather Armor
Owls_of_the_Mist_Leahter_Armor_IV	Mistcloaked Owl Leather Armor
Owls_of_the_Mist_Leahter_Armor_V	Mistcloaked Owl Leather Armor
Owls_of_the_Mist_Leather_Boots	Mistcloaked Owl Leather Boots
Owls_of_the_Mist_Leather_Cloak	Mistcloaked Owl Leather Cloak
Owls_of_the_Mist_PlateArmor_Helm	Mistcloaked Owl Plate Helm
Owls_of_the_Mist_PlateArmor_Helm_II	Mistcloaked Owl Plate Helm
Paijal_PlateArmor_Helm	Paizel Bone Helm
Pail_Cup_Oath	Pailunese Chalice of Oaths
Pailoon_OneHandMace	Savage Woodland Spirit Killer
Pailune_Contribution_Flag	Pailunese Contribution Banner Pike
Pailune_Necklace	Blue Fang Necklace
Pailune_Nobility_Degree_I	Pailunese Signet
Palen_Leather_Armor	Palen Leather Armor
Paliano_Leather_Armor	Paliano Leather Armor
Paltz_Leather_Armor	Paltz Leather Armor
Pan_fried_Fish_Fruit_Pancake	Seafood Stew
Pan_fried_Fish_Fruit_Pancake_Large	Satisfying Seafood Stew
Pan_fried_Fish_Fruit_Pancake_Medium	Filling Seafood Stew
Pan_fried_Fish_Fruit_Pancake_XLarge	Hearty Seafood Stew
Pan_fried_Fish_Grain_Pancake	Fishball Soup
Pan_fried_Fish_Grain_Pancake_Large	Satisfying Fishball Soup
Pan_fried_Fish_Grain_Pancake_Medium	Filling Fishball Soup
Pan_fried_Fish_Grain_Pancake_XLarge	Hearty Fishball Soup
Pan_fried_Fish_Pancake	Battered Fish
Pan_fried_Fish_Pancake_Large	Satisfying Battered Fish
Pan_fried_Fish_Pancake_Medium	Filling Battered Fish
Pan_fried_Fish_Pancake_XLarge	Hearty Battered Fish
Pan_fried_Fish_Vegetable_Pancake	Battered Seafood
Pan_fried_Fish_Vegetable_Pancake_Large	Satisfying Battered Seafood
Pan_fried_Fish_Vegetable_Pancake_Medium	Filling Battered Seafood
Pan_fried_Fish_Vegetable_Pancake_XLarge	Hearty Battered Seafood
Pan_fried_Fruit_Grain_Pancake	Chewy Rice Cakes
Pan_fried_Fruit_Grain_Pancake_Large	Satisfying Chewy Rice Cakes
Pan_fried_Fruit_Grain_Pancake_Medium	Filling Chewy Rice Cakes
Pan_fried_Fruit_Grain_Pancake_XLarge	Hearty Chewy Rice Cakes
Pan_fried_Fruit_Pancake	Pickled Fruit
Pan_fried_Fruit_Pancake_Large	Satisfying Pickled Fruit
Pan_fried_Fruit_Pancake_Medium	Filling Pickled Fruit
Pan_fried_Fruit_Pancake_XLarge	Hearty Pickled Fruit
Pan_fried_Grain_Pancake	Battered Grains
Pan_fried_Grain_Pancake_Large	Satisfying Battered Grains
Pan_fried_Grain_Pancake_Medium	Filling Battered Grains
Pan_fried_Grain_Pancake_XLarge	Hearty Battered Grains
Pan_fried_Meat_Fish_Pancake	Battered Meat and Fish
Pan_fried_Meat_Fish_Pancake_Large	Satisfying Battered Meat and Fish
Pan_fried_Meat_Fish_Pancake_Medium	Filling Battered Meat and Fish
Pan_fried_Meat_Fish_Pancake_XLarge	Hearty Battered Meat and Fish
Pan_fried_Meat_Fruit_Pancake	Marinated Meat
Pan_fried_Meat_Fruit_Pancake_Large	Satisfying Marinated Meat
Pan_fried_Meat_Fruit_Pancake_Medium	Filling Marinated Meat
Pan_fried_Meat_Fruit_Pancake_XLarge	Hearty Marinated Meat
Pan_fried_Meat_Grain_Pancake	Meat Soup
Pan_fried_Meat_Grain_Pancake_Large	Satisfying Meat Soup
Pan_fried_Meat_Grain_Pancake_Medium	Filling Meat Soup
Pan_fried_Meat_Grain_Pancake_XLarge	Hearty Meat Soup
Pan_fried_Meat_Pancake	Battered Meat
Pan_fried_Meat_Pancake_Large	Satisfying Battered Meat
Pan_fried_Meat_Pancake_Medium	Filling Battered Meat
Pan_fried_Meat_Pancake_XLarge	Hearty Battered Meat
